model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",ocarinas and vibraphones,-66.96432495117188,-64.67321014404297,-2.2911148071289062
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",cymbals and ocarinas,-55.5558967590332,-63.3900260925293,7.834129333496094
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",clarinets and ocarinas,-54.25168991088867,-68.10907745361328,13.85738754272461
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",cellos and ocarinas,-62.44986343383789,-61.40041732788086,-1.0494461059570312
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",didgeridoos and vibraphones,-73.55569458007812,-77.94512176513672,4.389427185058594
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",lutes and marimbas,-56.54182052612305,-58.57468795776367,2.032867431640625
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",kalimbas and lutes,-64.63025665283203,-66.03785705566406,1.4076004028320312
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",clarinets and kalimbas,-60.62557601928711,-65.91548156738281,5.289905548095703
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",kalimbas and trumpets,-61.52820587158203,-64.1171646118164,2.588958740234375
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",cellos and kalimbas,-64.21208190917969,-63.85277557373047,-0.35930633544921875
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",kalimbas and saxophones,-64.97880554199219,-70.02373504638672,5.044929504394531
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",lutes and saxophones,-50.50263214111328,-48.10638427734375,-2.3962478637695312
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",casserole and eagle,-47.26211166381836,-45.91792678833008,-1.3441848754882812
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",kite and linguist,-46.8829460144043,-48.09426498413086,1.2113189697265625
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",algorithm and perfume,-42.118080139160156,-42.86226272583008,0.7441825866699219
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",forest and screwdriver,-47.99549102783203,-47.88935470581055,-0.10613632202148438
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",slipper and volcano,-50.08978271484375,-46.853851318359375,-3.235931396484375
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",harmonica and microscope,-48.91094207763672,-50.1471061706543,1.2361640930175781
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",cookbook and zenith,-57.48355484008789,-58.59897994995117,1.1154251098632812
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",hammock and hydrogen,-47.76723861694336,-50.60600280761719,2.838764190673828
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",neuron and toaster,-50.40996170043945,-48.9463005065918,-1.4636611938476562
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",marshmallow and telescope,-45.87901306152344,-47.10576629638672,1.2267532348632812
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",casserole and optics,-48.39760971069336,-49.093902587890625,0.6962928771972656
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",comet and encyclopedia,-45.30337142944336,-47.68834686279297,2.3849754333496094
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",nimbus and waffle,-50.63496780395508,-52.58350372314453,1.9485359191894531
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",photon and pumpkin,-45.160552978515625,-48.67210388183594,3.5115509033203125
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",lantern and syntax,-50.69712829589844,-49.31221389770508,-1.3849143981933594
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",echo and vineyard,-47.66680145263672,-48.98187255859375,1.3150711059570312
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",nebula and snowman,-45.232887268066406,-45.43358612060547,0.2006988525390625
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",botany and teapot,-62.755592346191406,-55.66654968261719,-7.089042663574219
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",chisel and kaleidoscope,-56.4951057434082,-53.688331604003906,-2.806774139404297
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",lava and teacup,-42.15858459472656,-46.29940414428711,4.140819549560547
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",entropy and orchard,-51.43031311035156,-52.102779388427734,0.6724662780761719
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",axolotl and vineyard,-57.041900634765625,-61.33033752441406,4.2884368896484375
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",clockwork and meadow,-51.50408172607422,-51.08454132080078,-0.4195404052734375
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",algebra and telescope,-42.03574752807617,-43.33332443237305,1.297576904296875
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",arcade and topaz,-53.787139892578125,-54.847164154052734,1.0600242614746094
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",asteroid and compass,-42.393211364746094,-44.413883209228516,2.020671844482422
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",bicycle and nebula,-48.31929016113281,-47.755496978759766,-0.5637931823730469
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",bungalow and entropy,-49.97042465209961,-48.11997985839844,-1.8504447937011719
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",carnation and gnome,-45.262874603271484,-48.37202453613281,3.109149932861328
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",cinnamon and harmonica,-47.72072982788086,-46.14067840576172,-1.5800514221191406
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",coral and syntax,-49.67854309082031,-49.22725296020508,-0.4512901306152344
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",dandelion and pendulum,-45.38002395629883,-48.807464599609375,3.427440643310547
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",delirium and telescope,-49.56313705444336,-47.65826416015625,-1.9048728942871094
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",anchors and sandstorms,-47.14082336425781,-52.23295593261719,5.092132568359375
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",scissors and volcanoes,-51.6709098815918,-50.442962646484375,-1.2279472351074219
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",equations and lanterns,-46.16055679321289,-48.68002700805664,2.51947021484375
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",satellites and tulips,-47.635231018066406,-47.36296844482422,-0.2722625732421875
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",compasses and hedgehogs,-51.124107360839844,-48.27716827392578,-2.8469390869140625
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",comets and neckties,-51.288238525390625,-47.25685119628906,-4.0313873291015625
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",castles and headphones,-49.16390609741211,-45.56643295288086,-3.59747314453125
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",paperclips and pyramids,-50.847896575927734,-48.58977508544922,-2.2581214904785156
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",constellations and kettles,-50.48263931274414,-50.22819137573242,-0.25444793701171875
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",kaleidoscopes and whales,-58.09955596923828,-59.162715911865234,1.0631599426269531
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",meadows and pianos,-57.62901306152344,-60.06119918823242,2.4321861267089844
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",magnets and zebras,-46.48334503173828,-47.92919921875,1.4458541870117188
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",parrots and submarines,-47.16469955444336,-51.20764923095703,4.042949676513672
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",crayons and jungles,-45.350486755371094,-43.139549255371094,-2.2109375
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",harbor and teapot,-41.15589141845703,-44.931766510009766,3.7758750915527344
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",notebook and quicksand,-48.26242446899414,-52.492252349853516,4.229827880859375
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",glacier and lantern,-44.68666076660156,-47.20454406738281,2.51788330078125
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",microscope and puddle,-44.61064910888672,-45.89095687866211,1.2803077697753906
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",compass and swan,-45.755611419677734,-46.413394927978516,0.6577835083007812
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",bonsai and cathedral,-48.90147399902344,-47.13638687133789,-1.7650871276855469
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",honeycomb and violin,-41.92638397216797,-39.80215072631836,-2.1242332458496094
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",sailboat and stadium,-45.17974090576172,-41.86629867553711,-3.3134422302246094
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",acorns and skyscrapers,-52.905128479003906,-51.32356643676758,-1.5815620422363281
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",bell and trellis,-44.922420501708984,-45.03158950805664,0.10916900634765625
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",inkwell and kite,-46.02728271484375,-45.63874816894531,-0.3885345458984375
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",foxglove and trombone,-51.58556365966797,-53.895694732666016,2.310131072998047
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",carousel and quill,-54.445335388183594,-52.230567932128906,-2.2147674560546875
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",lighthouse and onion,-42.905086517333984,-46.154579162597656,3.249492645263672
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",cactus and chessboard,-51.25227355957031,-46.22855758666992,-5.023715972900391
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",gallery and raindrop,-51.762332916259766,-51.277645111083984,-0.48468780517578125
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",cricket and plow,-46.37623977661133,-45.69862747192383,-0.6776123046875
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",fresco and gingerbread,-48.5963249206543,-49.937461853027344,1.3411369323730469
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",cello and sunflower,-47.625179290771484,-52.55597686767578,4.930797576904297
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",archway and quilt,-48.34644317626953,-46.67229080200195,-1.6741523742675781
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",compass and haystack,-50.341854095458984,-48.73517990112305,-1.6066741943359375
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",beacon and millipede,-54.44322204589844,-58.559261322021484,4.116039276123047
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",parchment and windmill,-46.37117004394531,-50.130455017089844,3.7592849731445312
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",candlestick and meadow,-50.094730377197266,-47.562076568603516,-2.53265380859375
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",men and women,-22.900278091430664,-26.329936981201172,3.429658889770508
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",black and white,-23.190793991088867,-26.977886199951172,3.7870922088623047
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",day and night,-23.96803855895996,-26.25047492980957,2.2824363708496094
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",boys and girls,-22.61077308654785,-25.199050903320312,2.588277816772461
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",left and right,-26.686996459960938,-27.903961181640625,1.2169647216796875
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",female and male,-27.2817440032959,-25.33595848083496,-1.9457855224609375
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",father and mother,-22.82123565673828,-21.51841926574707,-1.302816390991211
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",goods and services,-25.26700782775879,-29.41521453857422,4.14820671081543
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",north and south,-26.062341690063477,-28.24530601501465,2.182964324951172
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",development and research,-29.601085662841797,-26.158519744873047,-3.44256591796875
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",place and time,-28.381641387939453,-25.089765548706055,-3.2918758392333984
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",death and life,-33.15959548950195,-25.520851135253906,-7.638744354248047
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",brothers and sisters,-27.6297550201416,-31.077516555786133,3.4477615356445312
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",husband and wife,-23.947668075561523,-28.299436569213867,4.351768493652344
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",gas and oil,-25.757722854614258,-24.748720169067383,-1.009002685546875
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",pepper and salt,-28.77992820739746,-24.47426986694336,-4.305658340454102
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",fall and rise,-32.33010482788086,-24.471155166625977,-7.858949661254883
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",arms and legs,-24.664751052856445,-26.788103103637695,2.12335205078125
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",fruits and vegetables,-25.805566787719727,-29.94037628173828,4.134809494018555
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",arts and sciences,-32.91922378540039,-31.880943298339844,-1.0382804870605469
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",gentlemen and ladies,-24.92571258544922,-20.977510452270508,-3.948202133178711
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",feelings and thoughts,-26.937522888183594,-26.282682418823242,-0.6548404693603516
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",diagnosis and treatment,-27.935184478759766,-35.70452117919922,7.769336700439453
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",groups and individuals,-31.108993530273438,-29.408435821533203,-1.7005577087402344
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",knowledge and skills,-29.040735244750977,-29.50287628173828,0.4621410369873047
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",heart and mind,-26.480501174926758,-29.720792770385742,3.2402915954589844
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",influence and power,-30.315017700195312,-25.963130950927734,-4.351886749267578
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",Africa and Asia,-27.747652053833008,-27.971721649169922,0.22406959533691406
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",addresses and names,-28.53190803527832,-24.67889404296875,-3.8530139923095703
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",poetry and prose,-26.614362716674805,-26.917434692382812,0.3030719757080078
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",forefinger and thumb,-28.33867645263672,-27.207412719726562,-1.1312637329101562
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",minerals and vitamins,-29.866880416870117,-25.66862678527832,-4.198253631591797
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",fall and winter,-28.612327575683594,-28.54039764404297,-0.071929931640625
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",light and shadow,-29.976360321044922,-32.44123458862305,2.464874267578125
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",honey and milk,-29.260997772216797,-28.098438262939453,-1.1625595092773438
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",nose and throat,-28.3493709564209,-33.113609313964844,4.764238357543945
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",anger and fear,-28.1893367767334,-26.221189498901367,-1.9681472778320312
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",head and tail,-24.941423416137695,-28.609731674194336,3.6683082580566406
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",novels and stories,-29.830480575561523,-30.465730667114258,0.6352500915527344
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",sunrise and sunset,-25.65581703186035,-28.441410064697266,2.785593032836914
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",sympathy and understanding,-37.5269660949707,-39.319278717041016,1.7923126220703125
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",shoes and socks,-28.875804901123047,-29.808420181274414,0.9326152801513672
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",equipment and personnel,-28.5826473236084,-29.386201858520508,0.8035545349121094
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",eyes and face,-31.259754180908203,-28.752307891845703,-2.5074462890625
qing-yao/handcoded_nunique_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",ink and paper,-25.016569137573242,-29.277877807617188,4.261308670043945
