model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",didgeridoos and vibraphones,-51.0471076965332,-60.51983642578125,9.472728729248047
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",lutes and marimbas,-44.58783721923828,-45.09218978881836,0.5043525695800781
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",kalimbas and lutes,-52.670509338378906,-51.91012191772461,-0.7603874206542969
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",clarinets and kalimbas,-53.768798828125,-53.94625473022461,0.17745590209960938
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",kalimbas and trumpets,-50.63140869140625,-50.517330169677734,-0.11407852172851562
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",cellos and kalimbas,-55.102378845214844,-54.56426239013672,-0.538116455078125
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",kalimbas and saxophones,-51.59153366088867,-53.288028717041016,1.6964950561523438
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",lutes and saxophones,-37.27902603149414,-36.98560333251953,-0.2934226989746094
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",casserole and eagle,-41.591217041015625,-40.9102897644043,-0.6809272766113281
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",kite and linguist,-39.29888153076172,-40.63876724243164,1.3398857116699219
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",algorithm and perfume,-40.80299758911133,-37.943084716796875,-2.859912872314453
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",forest and screwdriver,-40.5101432800293,-38.756065368652344,-1.7540779113769531
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",slipper and volcano,-42.247962951660156,-39.26300811767578,-2.984954833984375
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",harmonica and microscope,-43.22153854370117,-40.27769088745117,-2.94384765625
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",cookbook and zenith,-45.87889099121094,-46.44340896606445,0.5645179748535156
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",hammock and hydrogen,-42.237953186035156,-52.1588020324707,9.920848846435547
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",neuron and toaster,-42.19095993041992,-41.27348327636719,-0.9174766540527344
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",marshmallow and telescope,-40.4769287109375,-37.832923889160156,-2.6440048217773438
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",casserole and optics,-42.819061279296875,-41.04135513305664,-1.7777061462402344
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",comet and encyclopedia,-38.1102180480957,-38.70750427246094,0.5972862243652344
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",nimbus and waffle,-42.810298919677734,-42.91619110107422,0.10589218139648438
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",photon and pumpkin,-38.61091995239258,-40.998382568359375,2.387462615966797
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",lantern and syntax,-40.06826400756836,-41.02911376953125,0.9608497619628906
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",echo and vineyard,-39.28910827636719,-38.58726501464844,-0.70184326171875
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",nebula and snowman,-41.139244079589844,-39.00787353515625,-2.1313705444335938
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",botany and teapot,-44.71531295776367,-40.8109245300293,-3.904388427734375
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",chisel and kaleidoscope,-48.21601104736328,-45.95359802246094,-2.2624130249023438
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",lava and teacup,-38.27251434326172,-37.678680419921875,-0.5938339233398438
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",entropy and orchard,-41.78731918334961,-40.40766143798828,-1.3796577453613281
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",axolotl and vineyard,-41.869232177734375,-42.07843017578125,0.209197998046875
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",clockwork and meadow,-44.76001739501953,-39.02986145019531,-5.730155944824219
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",algebra and telescope,-38.070560455322266,-37.15989303588867,-0.9106674194335938
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",arcade and topaz,-44.234886169433594,-41.93894958496094,-2.2959365844726562
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",asteroid and compass,-33.992088317871094,-34.752132415771484,0.7600440979003906
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",bicycle and nebula,-39.269813537597656,-41.635826110839844,2.3660125732421875
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",bungalow and entropy,-42.26695251464844,-44.844547271728516,2.577594757080078
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",carnation and gnome,-38.07499694824219,-43.73596954345703,5.660972595214844
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",cinnamon and harmonica,-38.80113983154297,-41.01932907104492,2.218189239501953
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",coral and syntax,-39.32768630981445,-40.66021728515625,1.3325309753417969
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",dandelion and pendulum,-39.932865142822266,-41.559234619140625,1.6263694763183594
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",delirium and telescope,-42.55824279785156,-39.82805252075195,-2.7301902770996094
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",anchors and sandstorms,-41.92123794555664,-43.90428924560547,1.9830513000488281
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",scissors and volcanoes,-43.78517150878906,-43.27754211425781,-0.50762939453125
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",equations and lanterns,-38.91184616088867,-40.85740280151367,1.945556640625
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",satellites and tulips,-37.08332824707031,-39.44025802612305,2.3569297790527344
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",compasses and hedgehogs,-39.71624755859375,-42.439456939697266,2.7232093811035156
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",comets and neckties,-46.584312438964844,-45.1966438293457,-1.3876686096191406
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",castles and headphones,-43.561222076416016,-39.57761764526367,-3.9836044311523438
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",paperclips and pyramids,-51.90208435058594,-46.172332763671875,-5.7297515869140625
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",constellations and kettles,-43.02959060668945,-44.454071044921875,1.4244804382324219
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",kaleidoscopes and whales,-48.10301208496094,-50.2484130859375,2.1454010009765625
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",meadows and pianos,-39.01416778564453,-49.310630798339844,10.296463012695312
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",magnets and zebras,-39.002601623535156,-42.33428955078125,3.3316879272460938
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",parrots and submarines,-39.431785583496094,-39.8634147644043,0.4316291809082031
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",crayons and jungles,-40.30218505859375,-36.11271667480469,-4.1894683837890625
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",harbor and teapot,-38.906890869140625,-39.77302551269531,0.8661346435546875
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",notebook and quicksand,-42.50244140625,-42.360984802246094,-0.14145660400390625
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",glacier and lantern,-40.3381233215332,-38.234336853027344,-2.1037864685058594
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",microscope and puddle,-41.35316467285156,-40.816036224365234,-0.5371284484863281
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",compass and swan,-34.184471130371094,-33.538291931152344,-0.64617919921875
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",bonsai and cathedral,-40.35372543334961,-42.403099060058594,2.0493736267089844
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",honeycomb and violin,-38.393463134765625,-33.86622619628906,-4.5272369384765625
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",sailboat and stadium,-41.370872497558594,-38.051429748535156,-3.3194427490234375
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",acorns and skyscrapers,-44.401390075683594,-39.52519226074219,-4.876197814941406
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",bell and trellis,-39.913368225097656,-38.11869812011719,-1.7946701049804688
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",inkwell and kite,-41.87543869018555,-40.96427917480469,-0.9111595153808594
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",foxglove and trombone,-47.04840850830078,-46.41716003417969,-0.6312484741210938
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",carousel and quill,-40.304386138916016,-39.973880767822266,-0.33050537109375
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",lighthouse and onion,-38.52303695678711,-39.215675354003906,0.6926383972167969
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",cactus and chessboard,-40.61625289916992,-38.00817108154297,-2.608081817626953
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",gallery and raindrop,-42.53024673461914,-41.83555221557617,-0.6946945190429688
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",cricket and plow,-41.50236511230469,-36.81939697265625,-4.6829681396484375
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",fresco and gingerbread,-40.3900032043457,-40.652366638183594,0.2623634338378906
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",cello and sunflower,-41.72166442871094,-41.7579345703125,0.0362701416015625
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",archway and quilt,-39.155006408691406,-38.238739013671875,-0.9162673950195312
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",compass and haystack,-36.680274963378906,-39.40432357788086,2.724048614501953
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",beacon and millipede,-43.63797378540039,-47.52878189086914,3.89080810546875
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",parchment and windmill,-39.90331268310547,-40.55791473388672,0.65460205078125
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",candlestick and meadow,-39.88834762573242,-38.826576232910156,-1.0617713928222656
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",men and women,-21.567453384399414,-23.961393356323242,2.393939971923828
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",black and white,-22.49037742614746,-25.548765182495117,3.0583877563476562
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",day and night,-24.577362060546875,-23.54866600036621,-1.028696060180664
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",boys and girls,-22.757246017456055,-24.557737350463867,1.8004913330078125
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",left and right,-21.812978744506836,-23.776018142700195,1.9630393981933594
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",female and male,-25.700166702270508,-24.210851669311523,-1.4893150329589844
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",father and mother,-21.259092330932617,-21.42975425720215,0.17066192626953125
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",goods and services,-23.194538116455078,-27.90566062927246,4.711122512817383
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",north and south,-24.478368759155273,-26.283658981323242,1.8052902221679688
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",development and research,-27.87619972229004,-23.730897903442383,-4.145301818847656
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",place and time,-25.09974479675293,-21.361169815063477,-3.738574981689453
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",death and life,-27.787996292114258,-22.1977481842041,-5.590248107910156
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",brothers and sisters,-24.172380447387695,-27.33326530456543,3.1608848571777344
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",husband and wife,-20.71402359008789,-24.290998458862305,3.576974868774414
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",gas and oil,-24.855224609375,-21.05327606201172,-3.8019485473632812
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",pepper and salt,-27.83137321472168,-23.494537353515625,-4.336835861206055
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",fall and rise,-25.378429412841797,-21.452329635620117,-3.9260997772216797
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",arms and legs,-23.726139068603516,-25.929197311401367,2.2030582427978516
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",fruits and vegetables,-24.991165161132812,-27.868303298950195,2.877138137817383
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",arts and sciences,-23.222517013549805,-24.903066635131836,1.6805496215820312
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",gentlemen and ladies,-24.62334632873535,-21.026371002197266,-3.596975326538086
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",feelings and thoughts,-25.79996681213379,-24.176124572753906,-1.6238422393798828
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",diagnosis and treatment,-24.445629119873047,-28.365352630615234,3.9197235107421875
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",groups and individuals,-30.620288848876953,-28.46279525756836,-2.1574935913085938
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",knowledge and skills,-24.762460708618164,-25.7867431640625,1.024282455444336
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",heart and mind,-22.666418075561523,-24.39578628540039,1.7293682098388672
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",influence and power,-28.32412338256836,-23.699222564697266,-4.624900817871094
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",Africa and Asia,-28.448169708251953,-28.854629516601562,0.4064598083496094
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",addresses and names,-29.477638244628906,-23.473308563232422,-6.004329681396484
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",poetry and prose,-28.038583755493164,-27.185718536376953,-0.8528652191162109
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",forefinger and thumb,-30.074596405029297,-26.952930450439453,-3.1216659545898438
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",minerals and vitamins,-30.63623809814453,-25.70842742919922,-4.9278106689453125
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",fall and winter,-24.082286834716797,-27.246456146240234,3.1641693115234375
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",light and shadow,-27.24993133544922,-28.972530364990234,1.7225990295410156
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",honey and milk,-28.928098678588867,-26.600759506225586,-2.3273391723632812
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",nose and throat,-25.647830963134766,-28.712446212768555,3.064615249633789
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",anger and fear,-26.35801887512207,-25.975074768066406,-0.38294410705566406
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",head and tail,-25.866132736206055,-29.130569458007812,3.264436721801758
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",novels and stories,-27.37052345275879,-28.49563980102539,1.1251163482666016
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",sunrise and sunset,-26.03766441345215,-29.014102935791016,2.976438522338867
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",sympathy and understanding,-26.745439529418945,-30.23539924621582,3.489959716796875
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",shoes and socks,-27.3826961517334,-26.563079833984375,-0.8196163177490234
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",equipment and personnel,-27.908937454223633,-25.57767677307129,-2.3312606811523438
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",eyes and face,-27.297603607177734,-26.607498168945312,-0.6901054382324219
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",ink and paper,-25.43105125427246,-31.023649215698242,5.592597961425781
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",muscles and nerves,-25.708295822143555,-24.890668869018555,-0.817626953125
qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42,"Well, the ",charts and maps,-28.9587345123291,-29.315105438232422,0.3563709259033203
