model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",harpies and platypuses,-46.320831298828125,-46.538047790527344,0.21721649169921875
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",keas and platypuses,-52.95660400390625,-58.48371124267578,5.527107238769531
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-42.374610900878906,-52.57829666137695,10.203685760498047
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",harpies and wolverines,-43.2972526550293,-42.44708251953125,-0.8501701354980469
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",keas and wolverines,-55.212188720703125,-50.0919189453125,-5.120269775390625
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-42.932395935058594,-45.76821517944336,2.8358192443847656
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",capybaras and ibex,-60.4952278137207,-43.38147735595703,-17.113750457763672
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",capybaras and harpies,-57.71662902832031,-48.443267822265625,-9.273361206054688
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",capybaras and keas,-64.67109680175781,-55.48085403442383,-9.190242767333984
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",ibex and narwhals,-52.851863861083984,-50.89720916748047,-1.9546546936035156
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",harpies and narwhals,-46.125099182128906,-45.106231689453125,-1.0188674926757812
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",keas and narwhals,-56.71306228637695,-52.07815933227539,-4.6349029541015625
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",ibex and ocelots,-48.557491302490234,-45.7569465637207,-2.8005447387695312
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",keas and ocelots,-52.06166458129883,-49.471473693847656,-2.590190887451172
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",bonobos and ocelots,-44.95988464355469,-47.001800537109375,2.0419158935546875
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",harpies and ibex,-43.42753601074219,-46.85126876831055,3.4237327575683594
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",ibex and keas,-51.968955993652344,-47.886688232421875,-4.082267761230469
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",bonobos and ibex,-42.278541564941406,-50.74385452270508,8.465312957763672
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",ibex and koalas,-48.550926208496094,-44.78022003173828,-3.7707061767578125
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",ibex and sloths,-43.62446594238281,-47.487945556640625,3.8634796142578125
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",aardvarks and ibex,-46.748775482177734,-49.85160446166992,3.1028289794921875
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",harpies and keas,-48.52113342285156,-46.55378341674805,-1.9673500061035156
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",bonobos and harpies,-41.98329162597656,-41.577877044677734,-0.4054145812988281
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",harpies and koalas,-45.32822799682617,-43.305599212646484,-2.0226287841796875
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",harpies and wombats,-41.638267517089844,-45.022438049316406,3.3841705322265625
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",aardvarks and harpies,-41.922420501708984,-46.165687561035156,4.243267059326172
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",bonobos and keas,-45.49407196044922,-51.224205017089844,5.730133056640625
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",keas and koalas,-50.59941482543945,-50.035614013671875,-0.5638008117675781
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",keas and sloths,-49.307106018066406,-50.97700500488281,1.6698989868164062
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",keas and wombats,-55.42887878417969,-51.88090133666992,-3.5479774475097656
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",keas and lions,-46.64457702636719,-45.11700439453125,-1.5275726318359375
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",aardvarks and keas,-52.46890640258789,-53.98628234863281,1.5173759460449219
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",bonobos and wombats,-42.363704681396484,-48.070030212402344,5.706325531005859
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",aardvarks and bonobos,-47.35305404663086,-46.804691314697266,-0.5483627319335938
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",ocarinas and vibraphones,-57.69171905517578,-65.17548370361328,7.4837646484375
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",cymbals and ocarinas,-54.41950225830078,-52.30140686035156,-2.1180953979492188
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",clarinets and ocarinas,-46.22959899902344,-55.40653610229492,9.176937103271484
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",cellos and ocarinas,-49.86747741699219,-52.480072021484375,2.6125946044921875
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",didgeridoos and vibraphones,-53.53059768676758,-59.41736602783203,5.886768341064453
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",lutes and marimbas,-46.394493103027344,-51.492984771728516,5.098491668701172
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",kalimbas and lutes,-56.97089767456055,-54.650848388671875,-2.320049285888672
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",clarinets and kalimbas,-48.353759765625,-60.704864501953125,12.351104736328125
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",kalimbas and trumpets,-56.39376449584961,-45.09896469116211,-11.2947998046875
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",cellos and kalimbas,-51.4248161315918,-59.23359680175781,7.808780670166016
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",kalimbas and saxophones,-59.568180084228516,-45.986663818359375,-13.58151626586914
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",lutes and saxophones,-47.63194274902344,-41.01987075805664,-6.612071990966797
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",casserole and eagle,-48.984188079833984,-41.32056427001953,-7.663623809814453
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",kite and linguist,-55.724212646484375,-49.29233932495117,-6.431873321533203
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",algorithm and perfume,-44.39506530761719,-45.05394744873047,0.6588821411132812
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",forest and screwdriver,-48.63490295410156,-45.84054183959961,-2.794361114501953
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",slipper and volcano,-42.840675354003906,-47.95673370361328,5.116058349609375
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",harmonica and microscope,-49.6600456237793,-44.289066314697266,-5.370979309082031
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",cookbook and zenith,-50.40464782714844,-53.59806442260742,3.1934165954589844
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",hammock and hydrogen,-47.148902893066406,-56.43537902832031,9.286476135253906
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",neuron and toaster,-44.17973709106445,-44.59436798095703,0.4146308898925781
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",marshmallow and telescope,-47.105594635009766,-52.123878479003906,5.018283843994141
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",casserole and optics,-55.08424758911133,-51.309898376464844,-3.7743492126464844
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",comet and encyclopedia,-47.29219055175781,-45.855491638183594,-1.4366989135742188
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",nimbus and waffle,-44.899444580078125,-46.170467376708984,1.2710227966308594
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",photon and pumpkin,-44.69477081298828,-45.179473876953125,0.48470306396484375
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",lantern and syntax,-50.546043395996094,-47.6234130859375,-2.9226303100585938
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",echo and vineyard,-41.46959686279297,-46.795902252197266,5.326305389404297
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",nebula and snowman,-48.48755645751953,-43.26309585571289,-5.224460601806641
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",botany and teapot,-51.811683654785156,-50.151432037353516,-1.6602516174316406
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",chisel and kaleidoscope,-48.97700500488281,-58.47118377685547,9.494178771972656
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",lava and teacup,-47.83930969238281,-44.881011962890625,-2.9582977294921875
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",entropy and orchard,-44.56309127807617,-47.180572509765625,2.617481231689453
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",axolotl and vineyard,-57.01960754394531,-58.55189514160156,1.53228759765625
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",clockwork and meadow,-50.262454986572266,-46.328948974609375,-3.9335060119628906
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",algebra and telescope,-36.99522018432617,-37.374664306640625,0.3794441223144531
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",arcade and topaz,-42.68193435668945,-44.04314041137695,1.3612060546875
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",asteroid and compass,-39.060646057128906,-37.395137786865234,-1.6655082702636719
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",bicycle and nebula,-46.28546905517578,-48.76127624511719,2.4758071899414062
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",bungalow and entropy,-50.97153854370117,-51.85055923461914,0.8790206909179688
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",carnation and gnome,-36.556419372558594,-43.914859771728516,7.358440399169922
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",cinnamon and harmonica,-49.7987174987793,-45.52577209472656,-4.272945404052734
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",coral and syntax,-47.16349792480469,-51.19556427001953,4.032066345214844
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",dandelion and pendulum,-54.0645751953125,-46.83416748046875,-7.23040771484375
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",delirium and telescope,-47.318199157714844,-48.113224029541016,0.7950248718261719
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",anchors and sandstorms,-50.57324981689453,-52.244964599609375,1.6717147827148438
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",scissors and volcanoes,-50.86587905883789,-51.02400207519531,0.15812301635742188
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",equations and lanterns,-48.53138732910156,-51.69940948486328,3.1680221557617188
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",satellites and tulips,-47.1375846862793,-41.07828903198242,-6.059295654296875
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",compasses and hedgehogs,-52.08163070678711,-50.39384460449219,-1.6877861022949219
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",comets and neckties,-54.03777313232422,-59.51333999633789,5.475566864013672
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",castles and headphones,-52.141143798828125,-49.428951263427734,-2.7121925354003906
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",paperclips and pyramids,-51.53500747680664,-52.58918762207031,1.0541801452636719
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",constellations and kettles,-47.400970458984375,-54.9250602722168,7.524089813232422
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",kaleidoscopes and whales,-52.16344451904297,-53.313331604003906,1.1498870849609375
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",meadows and pianos,-47.18550109863281,-54.426124572753906,7.240623474121094
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",magnets and zebras,-44.8995246887207,-40.68477249145508,-4.214752197265625
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",parrots and submarines,-48.59467697143555,-49.955379486083984,1.3607025146484375
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",crayons and jungles,-48.595176696777344,-51.52914047241211,2.9339637756347656
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",harbor and teapot,-45.5027961730957,-43.75876235961914,-1.7440338134765625
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",notebook and quicksand,-45.23149108886719,-51.80072021484375,6.5692291259765625
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",glacier and lantern,-53.97170639038086,-46.61043167114258,-7.361274719238281
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",microscope and puddle,-47.3872184753418,-51.492584228515625,4.105365753173828
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",compass and swan,-38.4868049621582,-44.06571960449219,5.578914642333984
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",bonsai and cathedral,-46.82387161254883,-43.684326171875,-3.139545440673828
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",honeycomb and violin,-44.70524978637695,-46.92171096801758,2.216461181640625
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",sailboat and stadium,-48.44337844848633,-48.60380935668945,0.160430908203125
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",acorns and skyscrapers,-58.54610061645508,-47.55219268798828,-10.993907928466797
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",bell and trellis,-42.272281646728516,-52.04370880126953,9.771427154541016
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",inkwell and kite,-52.491966247558594,-53.67548370361328,1.1835174560546875
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",foxglove and trombone,-49.870784759521484,-52.753204345703125,2.8824195861816406
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",carousel and quill,-47.5145378112793,-48.93754577636719,1.4230079650878906
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",lighthouse and onion,-43.10881042480469,-44.80039596557617,1.6915855407714844
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",cactus and chessboard,-47.393638610839844,-45.81254577636719,-1.5810928344726562
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",gallery and raindrop,-48.63386154174805,-50.033565521240234,1.3997039794921875
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",cricket and plow,-41.789649963378906,-39.2940673828125,-2.4955825805664062
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",fresco and gingerbread,-51.79426956176758,-45.257415771484375,-6.536853790283203
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",cello and sunflower,-51.5531005859375,-44.89546585083008,-6.657634735107422
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",archway and quilt,-45.340660095214844,-45.776039123535156,0.4353790283203125
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",compass and haystack,-39.80232620239258,-41.33214569091797,1.5298194885253906
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",beacon and millipede,-52.79772186279297,-59.08903884887695,6.291316986083984
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",parchment and windmill,-46.37820053100586,-45.16315460205078,-1.2150459289550781
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",candlestick and meadow,-52.5344123840332,-49.98603820800781,-2.5483741760253906
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",men and women,-24.38934898376465,-27.845949172973633,3.4566001892089844
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",black and white,-26.804174423217773,-30.362321853637695,3.558147430419922
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",day and night,-28.159170150756836,-26.881376266479492,-1.2777938842773438
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",boys and girls,-25.199735641479492,-27.926494598388672,2.7267589569091797
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",left and right,-27.078662872314453,-27.215105056762695,0.1364421844482422
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",female and male,-34.36997604370117,-28.17021369934082,-6.199762344360352
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",father and mother,-23.58287239074707,-24.47336196899414,0.8904895782470703
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",goods and services,-27.28462028503418,-33.220680236816406,5.936059951782227
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",north and south,-27.14179801940918,-30.419588088989258,3.277790069580078
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",development and research,-32.896018981933594,-28.093486785888672,-4.802532196044922
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",place and time,-28.408390045166016,-26.1064395904541,-2.301950454711914
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",death and life,-28.629070281982422,-31.395320892333984,2.7662506103515625
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",brothers and sisters,-23.26828956604004,-27.013547897338867,3.745258331298828
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",husband and wife,-25.298301696777344,-28.43553924560547,3.137237548828125
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",gas and oil,-25.62942886352539,-26.074024200439453,0.4445953369140625
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",pepper and salt,-29.841110229492188,-28.287738800048828,-1.5533714294433594
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",fall and rise,-31.25591278076172,-28.00484275817871,-3.251070022583008
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",arms and legs,-27.962955474853516,-29.083520889282227,1.120565414428711
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",fruits and vegetables,-29.888620376586914,-32.50487518310547,2.6162548065185547
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",arts and sciences,-26.39095687866211,-28.45201873779297,2.0610618591308594
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",gentlemen and ladies,-29.465303421020508,-26.811330795288086,-2.653972625732422
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",feelings and thoughts,-31.62371826171875,-29.652578353881836,-1.971139907836914
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",diagnosis and treatment,-25.635211944580078,-31.621301651000977,5.986089706420898
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",groups and individuals,-31.862548828125,-30.879268646240234,-0.9832801818847656
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",knowledge and skills,-32.13577651977539,-27.796682357788086,-4.339094161987305
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",heart and mind,-26.88347816467285,-25.25096321105957,-1.6325149536132812
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",influence and power,-32.543922424316406,-28.487367630004883,-4.056554794311523
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",Africa and Asia,-34.133583068847656,-36.38788604736328,2.254302978515625
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",addresses and names,-30.747108459472656,-31.361072540283203,0.6139640808105469
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",poetry and prose,-31.574783325195312,-31.38294792175293,-0.1918354034423828
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",forefinger and thumb,-32.24905014038086,-29.374584197998047,-2.8744659423828125
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",minerals and vitamins,-37.75715255737305,-29.477449417114258,-8.279703140258789
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",fall and winter,-37.26731491088867,-32.62321472167969,-4.644100189208984
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",light and shadow,-31.587120056152344,-31.947412490844727,0.3602924346923828
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",honey and milk,-30.40477180480957,-29.259273529052734,-1.145498275756836
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",nose and throat,-28.87727165222168,-33.166015625,4.28874397277832
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",anger and fear,-27.914072036743164,-30.159622192382812,2.2455501556396484
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",head and tail,-25.032121658325195,-28.806514739990234,3.774393081665039
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",novels and stories,-30.613340377807617,-34.03545379638672,3.4221134185791016
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",sunrise and sunset,-28.439430236816406,-31.405370712280273,2.965940475463867
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",sympathy and understanding,-30.549015045166016,-30.753286361694336,0.2042713165283203
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",shoes and socks,-31.982648849487305,-32.0064582824707,0.023809432983398438
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",equipment and personnel,-30.674203872680664,-30.038665771484375,-0.6355381011962891
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",eyes and face,-31.193267822265625,-28.264568328857422,-2.928699493408203
qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",ink and paper,-27.623266220092773,-31.876874923706055,4.253608703613281
